content,rating
以下送给正在犹豫是否值得去宋城的朋友，宋城的同程票价280～290，有些昂贵甚至望而却步，**者在走进宋城也有过和你们一样的犹豫，而在我看来如果宋城+千古情是80+200，那么宋城的价值是等于或小于80元，而千古情的价值是等于200元的肯定不会后悔，但不喜欢歌舞类的朋友我觉得三思吧，千古情的确荡气回肠，值得一看的，但切记不要买普通票，因为千古情的演员颜值非常高，你坐后面大多数时间是看不见舞台演员长相的，宋城不是游乐场，我觉得它是一座汇聚人文，历史，表演，但它还不了你1000年，因为商业的气息太重，太多的摊位太多的拍照要钱，总体来说去宋城并不后悔，最重要的是身边的人和你一起去一个地方，宋城适合两个人，宋城的其他表演和千古情不在一个档次，风月楼的表演还不错，其他的只能说一般，两个鬼屋在我看来有点重复，总体来说过得去。,好评
宋城演出很震撼，现场声光乐效果非常棒！我买的西溪和宋城的联票。小朋友的票都是去现场买的，后来算下来还不如网上成人的便宜。如果是plus会员，宋城和西溪网上联票是316。而现场儿童票是宋城260+西溪门票40+船票30=330。下次就知道怎么买了。西溪真的很美，很静。天然氧吧。坐船逛完一圈需要1小时左右。每到一个码头可以上岸逛一下换另一个上船码头。东区一共四个码头。去西溪的时候下着阵雨，运气不错不是很热。雨中的意境更好！周日去的，也许下雨人不是很多。荷花开了一些了，真是美不胜收啊！可惜手机拍不出眼睛看到的那种美。北门去船码头的路上有不少饭店还有星巴克咖啡，如果不赶时间去店里坐坐一定很惬意,好评
大年初九带上爸妈宋城游，交通很方便，下高速没多久就到了，宋城停车场挺大的，一天收费20元。办理入住人特别多，等了好久，住在丽江楼，标间很宽敞。宋城景区一般般，最值钱的就是千古情表演了，一小时下来叙述杭州的发源始，表演特别精彩，演出人员太辛苦了。总体还是不错的，就是门票略贵。哈哈,好评
哔~~杭州宋城打卡记录打卡时间：某个风和日丽的一天打卡地点：杭州宋城打卡路线：景区大门进去往夏威夷美食广场走——娃娃墙和亮片墙和古筝亭——时光隧道——清明上河图电影馆——天空树——《库克船长》——云梯漫步——佛窟探秘——汉服体验馆——精灵谷——光影互动区——太虚幻境vr——情桥打卡表演：1.《幻影》全息投影混合真人表演，让人真假难辨2.《千古情》多姿多彩，展现大宋华彩3.《大地震》感人肺腑，重现灾难来临时的感动与坚持4.《大宋英雄传》结合抖音热点，引人发笑5.《快闪》可以见到网红林冲和小白，还可以合影总体感受：整个景区不是很大，走一圈下来也不会很累，而且表演也都很好看，看千古情的人太多了，所以进剧院的时候会花一点时间，但是剧院引导的工作人员也很有耐心，一直在回答我们的问题。千古情演出的服道化和制作都挺精良的，整体呈现出来效果超棒，在我心里可以超越大部分大型演出了。演员的表情管理和动作很到位，整体服务也不错，检票口的接待小姐姐很漂亮很热情。推荐指数：五颗星,好评
因为是联票，所以它的门票很贵，里面没啥，全都是卖吃小铺子，不过有个儿童乐园，免费的，所以小朋友们玩的不亦乐乎，那个宋城千古情的确值得一看，舞台，布景，人员，服装，灯光都让人惊叹，这次刚好是年初一去的，在等演出开始时还偶遇他们老总发红包，实在是猴年行大运了，儿子笑的乐呵呵！,好评
同程上订了贵宾票，运气比较好第二排正中间。演出挺好看的，我家宝宝难得安安静静坐着看完了为时一个小时的表演，眼睛都不带眨的。整个景区面积挺大的，可以免费停车，景区里也有很多风俗小表演可以观看，不过吃的都挺坑的,好评
孩子同学假期去了杭州宋城玩被安利不错，刚好有时间带着公婆与老婆孩子一起去体验看了广告“一生必看的演出”《宋城千古情》。临安自驾的差不多一个小时以内（景区停车还是挺方便的），周围看了一下还有一个银泰。景区挺大的，孩子一直喊累，景区这点做的很好随处都有免费休息处可以供游客休息。大门口有滚动的节目单活动看起来是比较多的，我们大概是早上10点不到差不多花了大半天才把节目都看完，孩子很喜欢恐龙亲子秀看他兴奋到不行；美食广场附近会有快闪舞蹈，还是挺不错的。让我感触比较深的是《大地震》挺感动的。我再说一下景区内吃饭的问题吧，我们因为一家5口人吃了一家小炒面名字有点记不清了好像叫什么店的，口感还行吧美食广场那块吃的也很多大家可以自行尝试都还是很方便。找不到路的话大家可以咨询工作人员还是很热心的工作人员。,好评
宋城千古情的演出非常精彩，值得一看，整个宋城也很值得去游玩一次，各种小吃很多，免费的表演也有多场，虽然门票略贵，但值得一去。,好评
同程软件订票太好了^o^/，我订的贵宾席，还是第一排中间位置，看的演出超级棒。特别精彩，很值得一游,好评
景区不是特别大，那天天空不作美，下起乐下雨，带着两个孩子去的，比较开心的是孩子可以玩，无限制的，大宝来来回回玩了好多次碰碰车主要下雨没地方去，还可以在游乐堡里面休息，表演真的很精彩，但是和票价比较起来还是不算太划算的，如果很多有这类表演得的景区，也没这么贵，不过丽江之恋把我震撼了，景区也有免费开水，我到最后才发现，免费wifi信号不行，几乎用不起来，吃的东西是真贵，光吃都比门票贵很多，还有就是商业气氛太重太重，没什么特点，就是卖东西，我觉得景区应该再提升一下游客游玩的项目，增加点特色，才能让顾客再有故地重游的兴趣，不然没有第二次去玩的欲望,好评
周六起了一大早就去了心心念念的杭州宋城。果然是绝佳好逛适合带娃游玩的旅游地，这里有适合小宝们的玩乐设施，还有到处都可以，打卡的亲子互动场景！一步一景真的很有意思。另外，来宋城必打卡看表演。这里推荐两个适合带宝宝观看的绝佳演出，一个是可以亲子互动的《恐龙亲子狂欢趴》另外一个就是《wa！恐龙》特别是后面这场演出。，玩累了去夏威夷美食广场补充体力，美食也有适合宝宝的恐龙儿童套餐可以选择。费用也没有想象的贵，就可以知道宝宝超爱的儿童恐龙套餐。休息区也非常多，还有很多穿越宋代的场景，比如说，衙门还有宋皇宫。非常适合换装，汉服和宝宝一起古装打卡。园区里就有可以换装店铺。除此之外，还有n多大型的演出和情境表演。夜场还有电音泼水节，喜欢玩水的千万不要错过。,好评
4号早上7点从常州开车去杭州，一路还是比较顺畅，到宾馆后直接坐318公交到宋城，还不错，没有堵的很厉害。到宋城取票很方便，虽然人很多，但是门口有景区服务人员，在自助取票机取票就好，很快。我们千古情是下午4.30的票，在前一天就把座位选好了（选座可以根据短信链接直接选，选的有点迟了，选的5排），位置还不错！在宋城先玩了一圈，到点进剧场看表演，真的感觉不错，有比较震撼的场面！值得去看！这次玩的是累并快乐！,好评
在宋城找停车位的时候安保态度太差还爆粗口骂人明明有车位也说没车位，不过宋城演出还是很精彩，值得一去,好评
还行，票价贵了点，景区吃的太贵，有些东西比外贵5倍。口味一般，说句大实话，门票+千古情，不能超过两百。才适合。,好评
宋城千古成表演确实很精彩演员们都很敬业在短短一个小时内领略了杭州千年的历史可以景区免费领取古装换上拍照别有一番风味玩得很开心,好评
很方便取票。整个景区还是规划比较好的，有特点，突出主题。千古情节目很精彩。演员也很投入。场面壮观。声光电技术运用到位，有特点。有个小小的想法，宋代并不是一个十分开放的年代，演员的服装似乎过于清凉了。里面小吃也好的，但是，有点小贵喔！,好评
我们是来自苏州的游客，早就听闻宋城的美名，今日一见果然名不虚传，不枉此行。感谢同程，预定几分钟就确认了，省钱啦。抛绣球（王员外选亲）挺有意思的，王小姐嫁给了个眼镜兄，哈哈。还有科技体验馆，儿童游乐场，都是免费的，孩子们玩了两个多小时都不肯走。潘金莲闺房都有的，好神奇哦，此处省略无数字...还有清明上河图，母鸡下蛋，打地鼠，偷窥房（偷看美女洗澡）有点小意思，嘻嘻。有个大型节目没来得及看，丽江恋歌，留下小小遗憾。水上漂也有点意思，只是怕湿身，没敢玩。最值得看的还是宋城千古情，演员们穿着华丽丽的服装登场，孩子们的小眼睛看得可认真了。一会从天而降，一会穿着古装摇曳而来，不知道的还以为穿越了呢。尤其是灯光打得也漂亮。感叹人类的智慧结晶呐！晚饭是在状元楼吃的，味道嘛无功无过，6菜一汤，300不到，比中午的嘉兴小吃好多了，谁吃谁后悔，20多一份酸辣粉，15一个粽子。宋城内的矿泉水也好贵，10元一瓶,好评
暑期和小伙伴一起来打卡了宋城，体验感十足。首先要打卡的一定是王牌演出——《宋城千古情》，看完之后就真的是让人十分震撼，小伙伴也一直在夸这个节目就值回了票价。之后我们就去打卡了另一个项目，聊斋惊魂鬼屋，当时吸引我们去鬼屋玩的一句话就是“够胆你就来”，我和小伙伴绝对好奇的要去挑战一下。但是当我们找到鬼屋的时候看到鬼屋的外貌就有一些打怵，进去的时候在等候区也是很紧张，而且到我们的时候正好我们成了第一个进去的。进去之后也的确很恐怖，里面的机关也很多，让人觉得毛骨悚然。胆子大的人值得来体验一下！宋城，真的是一个值回票价而且觉得超值的地方。,好评
很不错，里面可以看到和亲自体验到很多手工艺品和手工艺制作过程,好评
非常棒！适合少年儿童和情侣闺蜜一去！,好评
体验很好亲子互动不错,好评
亲子活动，艺术活动等有着很浓厚的艺术,好评
内容丰富，趣味十足。,好评
免费参观，可以薅羊毛。,好评
就那样吧吧，能看吧，里面都是卖东西的,好评
长见识的学到了很多东西大家可以去看一下学习一些,好评
免费门票，进入参加活动要收费的,好评
为什么后面预约就约不进,好评
同程网购票特别方便，,好评
属兔拿着身份证就进去园区了，表演都比较精彩，孩子玩得也很开心,好评
很好玩，下次还会再来的。,好评
除了门票贵，特别是儿童票。刚超1米多点就要收儿童票，其它都挺好玩的~表演从海象开始一场接一场，边玩边看边欣赏儿子玩的可开心了，差不多全看完后坐车子免费去亲子乐园玩，那里好多好玩的~反正玩一天都不带停的，值得来。我寄存的东西走了忘拿走了，后来致电去说明情况直接给邮费回家了太感谢了。,好评
很好的亲子场所，很值得来玩,好评
体验感很好小朋友玩的很开心,好评
海洋公园很大，适合带娃玩，还有很多海洋动物……非常值得游玩的一次！,好评
非常非常好看非常适合夏天带孩子来看非常兴奋有很多动物表演呢推荐白鲸还有亲子乐园可以玩,好评
360一张的成人票有点小贵，进去里面都看了，就记住了海豚表演，两个小孩摸了一下500块.砸钱砸钱,好评
非常好看的节目，很适合带孩子来玩，还有很多动物可以参观,好评
很好玩，带小朋友来很合适，值得来，,好评
一次奇妙的体验，了解水世界,好评
好好玩，不错哦，好好玩，不错哦,好评
好好玩，下次放假值得再来一次,好评
交通攻略：很好玩，小孩很适合玩,好评
值得来玩，很不错。。,好评
很好哦，已经带家人已经在玩啦,好评
非常好，环境好，表演很好看,好评
餐厅很棒，可以看白鲸，很满意,好评
人比较多，天气不错，适合游玩,好评
开放时间：门票价格：很不错，适合小孩子玩的地方,好评
小孩子很喜欢，值得去,好评
带孩子出来玩孩子玩的很开心,好评
带娃去玩不错的选择！,好评
里面小哥哥很有型，很热情,好评
很好很喜欢会再来的,好评
很大孩子很喜欢鱼类水母很可爱,好评
小朋友很开心，跟白鲸宝宝互动特别棒,好评
长乔极地海洋世界很棒,好评
好，很好，下次还回来。,好评
物超所值，挺好玩的，太喜欢了,好评
很好呦，想要来的快来吧,好评
很好很喜欢，很多好玩的,好评
好玩的地方，小朋友很开心,好评
很好，带朋友来很合适小朋友也合适,好评
相当值的很好用的感觉,好评
票价比较贵，使用同程也只优惠5元，索性现场买票了。里面的极地动物种类不算多，比较有特色的是表演，尤其是海豚表演场地的演出。海豚表演分四个环节，构成了完整的情节。海䐁共有十几只，比较多。海神波塞冬吊威亚出场蛮有气氛的，水手跳水挺好看的。海豚表演时间比较长，其他两场时间比较短。很多小鱼和一般海洋馆差不多。单纯海豚的表演，不如哈尔滨极地馆的海洋之心震撼，但总体效果不错。冰雕对于没见过冰的孩子来说，也是不错的体验。年前去的，人少，观看比较舒适。建议人少的时候去哦！而且二期工程已经在建，希望越来越好！,好评
还不错，大概玩3个小时，比其他海底世界好玩，一分价钱一分货啊，白鲸真的很可爱，还有企鹅，北极熊变黄色的了，哈哈，值得一游，还有属鸡免费活动，可惜我们没有属鸡的。可以宝宝太小，以后大点了可以再来一次。。。。,好评
第一次去长乔极地海洋公园，外公外婆喜欢动物，所以就带他们一起去了，白鲸，海豚，海龟，企鹅，海狮，鲨鱼，北极狼等等等等，另外还有总共三场表演，白鲸表演，人鲨共舞万鱼争食，海狮海豚表演，都很不错，其中印象最深的还是白鲸，超可爱很喜欢唯一的遗憾就是场馆略小了一点，半天就能玩结束，有的看表演的场地也有些挤，老人家很难找到坐的位置，都要站着看，挺累的，不过景区貌似现在正在扩建场地，希望下回再去时能够玩的更加尽兴,好评
公园还在扩大！我感觉极地馆总体来说还不错，入园的时候就能看到白鲸，超级可爱啊，驯养员隔着玻璃训练它都乖乖的！我们看了两场演出，一场是白鲸馆的表演，这个场馆是没有座位的，观看演出都是靠在水池边看的，我们很巧的挤到了水池边，这个水池里的白鲸宝宝特别活泼，是不是就游到边上伸出头来，基本可以说是和白鲸零距离接触了！这个很激动……第二场去了鲸豚剧场看了海狮、海豚和花鲸表演，我感觉这边的小动物总体比较活泼，在旁边不表演的海豚也一直在跳。我感觉吧，这里唯一不好的就是环境有点压抑，可能这次去人忒多了点，海洋公园我感觉玩个两小时差不多了，去要早点去，因为停车位少，中午吃饭可以驱车去萧山区的商场，里面40块一个快餐十分坑爹！,好评
从家到海洋公园一路挺方便的（从城站1号线～湘湖出站，打的13块，回来的时候都不让打表，贵一半要），景点取票也挺方便的，我们刚进去的时候人还不是很多，下午人就越来越多，3个表演就看了2个，其中鲸狮表演不错，2孩子看到很起劲，白鲸表演也还好，白鲸很漂亮，就是表演的地方太热，有没座位，人一多，孩子没地方站看不到，要抱着，太累。票价还是偏贵，网上没有买优惠票的，只有学生票还规定是哪块的学生，所以2孩子只好买了网上的全价票235。总体这次出游还顺利～～,好评
到杭州当日征求2个小朋友意见决定去极地海洋世界，同程上订好票，坐地铁湘湖，再转405到海洋世界，往前走200多米到目的地。入园很方便，直接拿手机刷码入园。江豚会吐口水，水母馆桃花样的水母，白鲸馆，海豚馆，企鹅馆都还不错。表演水秀剧院的跳水搞笑精彩，海豚和白鲸表演都很不错，海狮表演一般，时间也短。食物可以自带入，里面有餐厅，但价格贵很多，我们去的时候天气很热，里面的矿泉水雪碧什么都是10元一瓶，冰激凌20元一个。饮料，水，扇子最好都带上。12:00入院，17:00出园，因为天气太热，基本躲在室内玩玩，萌宠乐园，北极熊馆都是匆匆略过没有细看。,好评
挺大的，除了海洋生物还有熊啊狼啊其他陆生动物，好几场表演要看好时间和场馆吃，我们没做攻略，对场馆也不熟，所以只看了几场，表演很短十来分钟，都是常规的那些，不过小朋友看的很开心。最后说一下票价蛮贵的。,好评
还行，有点小贵，公园里海洋动物挺丰富的，。一共有3场表演，人鲨共舞时间最短，等了半个小时，表演才5分钟，不过很精彩，白鲸演出地方太小，看得不过瘾，是站着的，没有座位，演完后可以唯白鲸，有点贵，要100元一次。,好评
总体来说还行，就是感觉门票还是有些偏高了，小孩的票也没便宜很多。我们已经是第二次去了，周末人还是挺多的。现在采取一票制，包含了场馆内的各项演出。极地王国、鲨鱼湾、企鹅广场、雨林奇观、鲸豚剧场、白鲸剧场、海底剧院，展示了来自世界各地的极地海洋动物，身临其境。白鲸剧场开演后人员较多，都是围站在池子周围，整个场馆没有座位，空调没有，空气较差，这是值得改进的地方。北极熊慵懒、企鹅呆萌、白鲸聪慧！大人们如果带小朋友们来还是可以值得推荐的，科普教育，增长见识。,好评
挺好的一次游玩体验。景点的表演挺赞。就是人鲨共舞表演观台有点小。建议提前去抢占有利位置。,好评
购票确认速度挺快，进公园凭二维码就可以入园。节日人还是挺多的，三个表演只完整的观看了海豚表演，白鲸表演座位少，站得里外三层，孩子骑在脖上看了会就走了。小孩和成人票差三十元，性价比不高。,好评
购票方便，直接刷二维码入园！表演里海豚表演最精彩，一定要算好时间，不然一天内看不全所有表演。北极熊只有一只，感觉很孤单的都要憋出抑郁症了，有时间真要带孩子每个馆的动物都认识一下。只是今天小朋友走到下午就累的睡着了，留下点遗憾。最后，吐槽一下餐饮，实在太难吃了！每个场馆都有用餐区，白鲸馆用餐区可以看到白鲸，环境最好！白鲸和海豚一样是很聪明的生物，一天下来，整体感觉不虚此行,好评
购票用了99元半年vip优惠，感觉还比较划算，但是小朋友的票那么贵还没买到，去另一个网站买的！再说景区，表演超精彩，可是很期待的白鲸表演连坐的地方都没有，小朋友看不见，抱的手臂都断了。珊瑚超漂亮，小企鹅很可爱，但是观赏效果有待改进！整个园区分布不合理，绕来绕去头都晕了！,好评
购票非常方便快捷，进去刷二维码就行了。去过很多海洋公园，杭州极地海洋馆比上海的好多了，人不多空间大，关键是动物种类多，而且表演项目很多，只是节目安排不怎么合理，下午12点进去什么都没有看，赶了三场表演就到了出口，然后再返回看其他动物，回头路好多。工作人员态度热情讲解也很好，下次再来看新馆，只是票价好贵，连1m的熊孩子的钱都不放过,好评
真是个特别适合孩子游玩的好地方，首先环境必须给个赞，凉风习习，一点都不热，37度的高温下这种环境感动的想哭。整个场馆表演类节目分三个模块，白鲸表演，海豚海狮表演，还有人鱼共舞。特别推荐的是海豚海狮表演，首先这个表演有位置，孩子可以自己坐着，我们也可以优雅的看看，否则全程抱着有些崩溃。而且也是三个表演里最精彩的。孩子一天看了很多喜欢的海洋鱼类，动物，非常开心！买了一罐水母好开心！,好评
总体来说还算可以的，在华东地区！表演的节目还挺多的，很适合小朋友去游玩。期待海洋公园的二期比一期更精彩，面积更大，性价比更高,好评
提前买好票，直接入园，省去排队的麻烦，不过公园人好多！表演很精彩，小朋友很喜欢，认识了很多海洋生物！,好评
去野生动物园不安全，总是有老虎吃人事件发生，带上小孩还是去这好，就是有点贵，以前门票180元没去，现在要240元，贵,好评
表演蛮精彩的，最后的表演最精神，其他一般般，门票有点贵，在便宜点就好了,好评
节假日来杭州玩西湖人太多了还是带孩子来海洋世界玩了里面挺大的种类也挺多但还是觉得票价有点小贵还好小孩刚好到一米没要票检票的说下次来就要收费了。表演赞一个总体来说还是不错的好评一个吧,好评
公园里各种海洋动物的表演，很精彩，海洋生物品种很多，感觉很新奇，地方挺大的，三层楼，海底隧道很短，但是看到那些可爱的海洋动物在你头顶游过去，真的很好玩。,好评
从游览来说，物有所值，很适合小朋友，玩得很开心，天气太热一身汗小朋友也没觉得累。场地业不小，海豚表演很精彩。从价格来说，对不起这个价，太贵了，而且小朋友刚过1米，也不是半价票，只比成人低几十块，非常非常非常不合理。按景区的配置和服务，成人120-150更合理些。,好评
购票超级方便，用plus会员能省很多，不用取票，直接在入园处扫二维码就可以。园区分配合理，一个一个馆都很有特色，但是！！！强烈不建议大夏天去！！！简直要晒**要中暑！！！最好还是春秋，宁愿大冬天去也不要大夏天，杭州的38度高温天简直太恐怖！！！然后有条件的话最好工作日去，周末实在是人挤人，表演都满场了进不去。所以暑假周末去的我们简直是脑子有坑，唯一的安慰是看到了可爱的企鹅，我们说门票那么贵大概都花在企鹅身上了吧……,好评
很好的亲子项目，就是人太多了，大概学校刚放假的缘故吧，停车场按小时收费，有点贵，不如停对面湘湖景区的停车场，才10元，里面的盒饭也小贵，40一份，买了还没地方坐着吃，工作人员都还不错，服务都很尽责。。,好评
会员205大洋，刷码进，很方便。有三场表演可看鲸豚剧场和白鲸剧场的表演还是很精彩的，人鲨共舞的表演没啥看头，就是很小的一条鲨鱼让潜水员拉着转两圈＋解说，可供观看的场地很拥挤。海洋生物不是很多，场地一般。要吐槽的是里面东西卖的**贵，一盒泡面15，而且还不是正宗康师傅，是康师傅劲爽拉面，真难吃。一根烤肠要10块，记得以前学校门口卖的一元一根。。。,好评
同程订的票，在景区入口扫二维码进入，票价相比长风贵不少。但演出较多，注意演出时间，提前进场。总体来说小朋友还是喜欢的。,好评
虽然票价有点小贵，但是还是蛮不错的，里面表演一个接一个，带孩子走走看看，累了坐下看看表演，非常好，就是白鲸表演没有座位，要站着看，孩子一直要抱着否则他们看不到，非常累，目前二期还在建造中，等建好了以后再来。,好评
海洋公园门票还是有点贵了，里面好像还有新的建筑再造。看表演的地方位置也不够多，需完善！海洋动物种类还是挺多的，海底隧道再长一点就更棒了！,好评
玩了一天把地图上的小城堡都打卡了演出也一场不落北极熊馆没看到北极熊。海象馆就一只海象小朋友说它要孤单无聊**动感影院放的不知道是什么东西画面感极差然后吐槽一下有些家长观看演出时拍照一串闪光小朋友都随他她们在玻璃幕墙前玩一点不顾旁边工作人员的提醒,好评
不错，小孩子玩的很开心，在里面玩了三个小时，就是人太多，里面有的项目还在扩建,好评
取票还方便，直接刷二维码入园。海洋动物品种还挺多，三楼的表演很精彩，其他2个表演就一般般啦。中秋去的，人很多。女儿很开心，大人感觉一般，票价确实偏高，没有物有所值。,好评
带小盆友去玩一下还是值得的，夏天外面热，里面很凉快，有白鲸表演，海狮海豚表演，还有人鲨互动，当然是没有攻击性的鲨鱼啦，在那里还可以尝试着喂海龟和白鲸，总之很不错,好评
挺不错的一个景点。挺好玩的。海狮海豚表演很赞。就是有点小没有想象中那么大。,好评
票价有点小贵挺好玩的停车费5元一小时这个有点坑小动物都好可爱挺适合带小孩子来玩让他们可以亲近大自然亲近小动物,好评
烂苹果乐园结束第二天中午即兴去的在门口网上订票省了五元直接二维码扫扫进去的景区的对面还在建里面海底动物很多尤其企鹅养的特别胖海龟也特别活络还观看了海狮表演有一点就是里面的吃的太贵一瓶可乐要10元一个快餐要40希望这方面待改进,好评
烂苹果乐园结束第二天中午即兴去的在门口网上订票省了五元直接二维码扫扫进去的景区的对面还在建里面海底动物很多尤其企鹅养的特别胖海龟也特别活络还观看了海狮表演有一点就是里面的吃的太贵一瓶可乐要10元一个快餐要40希望这方面待改进,好评
游玩的非常顺利，孩子们表示都很开心，最喜欢里面的白鲸，萌化了,好评
1米4以上就要345元，和成人一样，价格有点偏高了，接近迪士尼日常票了，这样一对比性价比就太低了.海豚表演，还有水秀表演，都在室外，暑假这么热的天，实在有点热得吃不消.北极熊馆没有北极熊，孩子们玩的还比较开心，个人觉得性价比不高.,好评
很值这个价格说就值50块的回农村看河里的鱼好了就表演就值回票价了北极熊白鲸海豚企鹅还有很多在玻璃边会来靠近你的大家伙们好好玩会再去的等凉快点,好评
同程票真的很方便，随买随用！景区票价定位略高了，用了plus买票，儿童票和成人票差不多了！游人太多，哪哪都超级挤！,好评
同程购票直接扫二维码就欧凯。里面吃的贵，自己带好食物，有儿童可以带小推车方便。海洋公园大的，性价比不错。表演很好看，点赞。停车方便，节假日人没有想象那么多，不错,好评
还可以。票价感觉有点偏贵、服务有待提高，今天在一楼看表演时候没有位置前排让蹲着我们也是很配合，但小孩子非要坐在蹲着的膝盖上，本来对于一个感冒的人蹲着体力就吃力，再加上一个四十几斤的孩子，实在吃不消，儿子站着又不肯怕影响后排的就打算走了。那个讲解员就很不客气的不耐烦的说你再坚持个几十秒就可以了，你走什么走。我说这样我吃不消。什么人都有，这么贵的票价大人完全是陪同。还换来那么差的态度,好评
蛮好玩，停车方便，可能是我们去的时候还要，大部分都在室内，动物虽然不是很多，不过也够看了。缺点就是人太多，吃饭的时候做的地方都没有，吃的套餐各位太少。,好评
周末就是人太多，要算好三场表演的时间，白鲸剧场提前10分钟开门，看的人巨多，没有好位置看起来不爽，海豚海狮表演好看，提早了半小时去，差点没位子。其他的要慢慢看。不适合太小的小朋友。,好评
同程买票真的很方便，海洋馆还行，票价还是小贵，不过孩子玩的开心就好！海洋生物种类还是挺多的，灯光漂亮，贩卖的小商品也略贵，不过景点商品价格都大同小异，也能接受，总体还行吧。,好评
确切地说，人比鱼多，整体来说，还不错，海豚表演比较精彩，虽然有故事情节，但是感觉有些拼凑，海豚，海狮表演很尽力，尤其海豚表演很精彩，白鲸表演有点敷衍观众，但是100元的白鲸饲养体验有点坑爹，建议如果有人愿意花钱，拍照时和饲养商量好一定在近处拍，人鲨表演，没看，不评论，顺便说一句，属鸡的人免票，但是，这个公园没有做好提前告知，害得多花200多。杭州萧山出租车驾驶员素质真低，要么在打表基础上加10元，要么绕路，建议公交出。湘湖风景不错，建议步行加游船，游船仅选择10元的那种，不要选择60元的，越堤很美，建议走走。开元名都离地铁很近，服务很好，但酒店略显陈旧，早餐品种较少，一米二孩子收半价，不大气，评论到比，希管用！,好评
里面的景色还是不错的，大人小孩都适合，还有各种表演……,好评
取票方便，就是儿童票略贵，总体不错宝贝玩得很开心。还是值得一去的，二期正在建设中，建好了再去玩一玩，海豹表演比较值得一看,好评
同程上买票很方便快捷，而且入园无需证件直接刷码进入很好，极地海洋虽门票贵点，但一圈逛下来还是挺值的，小孩大人都喜欢看的表演，品种也多。,好评
同程上买票很方便快捷，而且入园无需证件直接刷码进入很好，极地海洋虽门票贵点，但一圈逛下来还是挺值的，小孩大人都喜欢看的表演，品种也多。,好评
非常值得带孩子来，很多极地动物，表演也很精彩，平常人不多，带着孩子四个小时差不多都能看完，除了门票略贵别的没毛病ོ,好评
一上午就逛完了，吃了饭再看场表演，小朋友很喜欢。就是冰雪世界的衣服好脏！！！门票和里面吃饭也好贵！峰会期间从家出发才半小时，宝宝2岁，玩的也不会累。,好评
网上购的票，取票很方便，里面玩的特适合儿童，集科普和娱乐为一体，就是门票稍贵了些。,好评
比想象的大很多，完全可以玩一天，一共六个表演，颠覆了我对普通海洋馆的认知，长三角之最，就是门票太贵啦,好评
我是从苏州做汽车去的就为了去一个景点个人觉得还不错的我看了大概一两个小时吧,好评
很好，很实惠，门口售票200元一张，整整便宜了80元。主要是带孩子去长长见识，她玩得很开心，对里面的鱼很好奇，满意！,好评
入园购票很方便，就是停车场有点远，走到入园口很是累人啊，动物种类很多，里面地方也蛮大的，女儿玩的特别开心都不肯回家了,好评
窗口240，网价235，会员205买的，刷吗进，很方便。吃的贵，一盒泡面15，一根香肠10，2-3小时能看完。。。,好评
不用排队直接手机刷码进去啦网络购票很方便游乐园三四年前就去过了，这次是为了儿子再去的感觉还不错吧。至少儿子玩的很开心,好评
主要是带着孩子去玩的，一路导航过去，停车也好停，里面的海洋动物各种各样很吸引人，小孩子很喜欢。,好评
哧……，经过了一个半小时的车程，终于到达了目的地杭州极地海洋世界，我们都期待了好多天的春节旅游。在诺大的门前完成了一个全家福，哈哈，有空来看一下，不错的。在海洋世界里我们整整玩了七个多小时，但是一点都没觉得累，因为这里新奇的动物实在太多了：体形硕大而又泳姿嫚妙的大白鲸，美丽的化身但长像丑陋的海牛，通常叫“美人鱼”，外表温顺但捕猎凶猛的食人鱼，憨态可鞠的各类极地企鹅，成群结对在猎食的鲨鱼……不胜枚举。我们又看了两场表演：俄罗斯高空跳水和人鲨共舞表演，俄罗斯跳水队员的惊险动作、滑稽表演不时引得我们惊声尖叫，不断有满场喝彩。鲨鱼给我们的第一印象是凶残的，但在人鲨共舞表演中，它的表演找不到一丝凶残，视潜水员为它的玩伴，不时与潜水员一起摆出各种可爱吉祥的造型，谋**我们的相机空间。在馆内时实在眼睛不够用，当然也顾不上吃中饭，随便找了点干粮对付一下了，但一直没为找卫生间的事头痛过，以前在类似的场馆曾多次碰到过这种尴尬，可见馆内和园区内的设置和管理还是相当不错的，值得表扬。出馆后我的外甥女问她老爸，白鲸买一条要多少钱！！晕，天知道她想干嘛……,好评
取票还是挺方便的，直接扫二维码就可以入园，里面有3层参观，但是里面吃的还是有点贵的，建议自带食物，海豚表演非常精彩，兽训师也很棒，一天下来精疲力尽，不过总体来说还是很开心的,好评
同程进入很方便就是清明节第二天实在人多呀又是室内景点选择失误呀不过节假日确实也是哪哪都是人海豚海狮表演很不错伴随着音乐很感人好聪明的海洋精灵,好评
远在端午小长假果然比较热闹，总体觉得，性价比不高，表演人太多，一次没去，吃的东西太贵，人多导致连泡面也卖完了！不过带宝宝体验，应该不太会去第二次！同程定票刷二维码比较方便，不过遗憾的是没有实体票不能做纪念！,好评
很多小朋友去玩，环境不错，值得一去，就是价格偏贵,好评
网络订票很方便，不需要排队进去刷一下二维码就了，公园很大，人很多，带小朋友去是很好的地方，可以看一些平时看不到的动物，里面的食物很贵，最好自己带去，其他都很好,好评
蛮不错的，很适合半日游的，绍兴过去非常方便，虽然是g20期间过去，但非常顺利，很快能找到！就是白鲸表演没看到，蛮可惜的！,好评
